he is INDEF X for
access	0.000000
actinon	0.000000
add-in	0.000000
add-on	0.000000
address	0.000000
address	0.000000
after	0.000000
all	0.000000
anther	4.000000
are	0.000000
area	0.000000
around	0.000000
art	0.000000
art	0.000000
asp	0.000000
ass	148000000.000000
at	0.000000
b	12.000000
back	0.000000
back-number	0.000000
backdown	0.000000
best	0.000000
black	0.000000
book	13.000000
book	12.000000
business	0.000000
businesswoman	0.000000
busyness	0.000000
buy	0.000000
by-and-by	0.000000
by-line	0.000000
by-product	0.000000
byname	0.000000
c	0.000000
call	0.000000
call-back	0.000000
call-in	0.000000
call-out	0.000000
caller-out	0.000000
can	0.000000
can	0.000000
cd	0.000000
center	59.000000
centre	22.000000
cerate	0.000000
change-up	0.000000
chat	0.000000
check	22.000000
check-in	0.000000
china	0.000000
city	0.000000
city-state	0.000000
click	36.000000
club	0.000000
clubroom	0.000000
co-star	0.000000
com	0.000000
come	0.000000
come-on	0.000000
comedown	0.000000
coming	0.000000
company	0.000000
computer	7.000000
contact	35.000000
content	0.000000
cool	7.000000
copyright	0.000000
countrywoman	0.000000
d	7.000000
d'	0.000000
d'art	0.000000
d'or	0.000000
das	0.000000
date	0.000000
day	7.000000
daygirl	0.000000
days	0.000000
design	7.000000
design	7.000000
details	0.000000
die	7.000000
diehard	7.000000
directory	0.000000
do	0.000000
don	0.000000
don't-know	0.000000
down	0.000000
down-and-out	0.000000
e	0.000000
e-mail	0.000000
email	0.000000
en	0.000000
english	0.000000
even	0.000000
events	0.000000
everting	0.000000
extra	22.000000
f	0.000000
family	0.000000
fax	0.000000
feel	7.000000
find	22.000000
first	14.000000
floor	0.000000
form	0.000000
forum	7.000000
found	0.000000
freewoman	0.000000
friendly	0.000000
full	0.000000
g	0.000000
gallery	0.000000
game	0.000000
games	0.000000
gay	22.000000
general	0.000000
get	0.000000
get-go	0.000000
get-up-and-go	0.000000
getting	0.000000
getup	0.000000
girl	41.000000
go	21.000000
godown	0.000000
good	188000000.000000
good-by	0.000000
great	43.000000
grogram	0.000000
group	0.000000
guide	136000000.000000
guide	136000000.000000
hard-on	6.000000
has-been	6.000000
he	0.000000
he-man	0.000000
health	0.000000
help	22.000000
here	7.000000
high	0.000000
high-up	0.000000
highschool	0.000000
home	6.000000
homepage	0.000000
hot	0.000000
how-do-you-do	0.000000
humin	20.000000
id	0.000000
image	0.000000
in	0.000000
index	0.000000
info	0.000000
information	0.000000
interne	6.000000
internet	6.000000
it	0.000000
j	7.000000
k	0.000000
know	0.000000
know-all	0.000000
know-how	0.000000
know-it-all	0.000000
knowledge	0.000000
l	0.000000
la	0.000000
last	0.000000
letup	0.000000
life	0.000000
life-time	0.000000
like	6.000000
line	0.000000
link	45.000000
links	0.000000
list	13.000000
little	0.000000
local	13.000000
logion	6.000000
long	0.000000
looking	11.000000
love	14.000000
low	0.000000
m	0.000000
mail	0.000000
main	0.000000
make	0.000000
make-do	0.000000
make-up	0.000000
make-work	0.000000
making	12.000000
man	1500000000.000000
map	0.000000
marketing	0.000000
may	0.000000
means	44.000000
metical	0.000000
might	0.000000
month	0.000000
morning	0.000000
movie	0.000000
much	0.000000
music	6.000000
must	941000000.000000
n	0.000000
name	47.000000
need	19.000000
net	0.000000
news	12.000000
news	14.000000
newswoman	0.000000
no-show	36.000000
non	6.000000
now	0.000000
number	0.000000
o	0.000000
of	0.000000
off	0.000000
off-day	0.000000
off-white	0.000000
office	0.000000
old	12.000000
on	0.000000
one	0.000000
one-and-one	0.000000
one-off	0.000000
open	0.000000
order	0.000000
other	0.000000
out	0.000000
over	0.000000
p	0.000000
page	0.000000
pages	0.000000
part	10.000000
part-timer	0.000000
parts	0.000000
password	0.000000
people	0.000000
personal	0.000000
phone	0.000000
phone-in	0.000000
phonebook	0.000000
phoner	0.000000
phot	0.000000
photo	0.000000
pic	28.000000
picture	28.000000
piece	12.000000
place	13.000000
playing	7.000000
plus	1000000000.000000
plyer	31900000.000000
policy	0.000000
post	7.000000
price	12.000000
privacy	0.000000
private	0.000000
problem	200000000.000000
product	7.000000
product	6.000000
products	0.000000
program	0.000000
quality	14.000000
quality	14.000000
r	12.000000
re	0.000000
read	0.000000
read-out	0.000000
readying	0.000000
real	0.000000
reason	14.000000
return	0.000000
right	0.000000
rights	0.000000
room	0.000000
s.t.p.	0.000000
school	14.000000
schoolwork	0.000000
see	0.000000
select	0.000000
send-off	0.000000
sent	0.000000
service	0.000000
services	0.000000
set	0.000000
set-back	0.000000
set-to	0.000000
shop	0.000000
shop	0.000000
shopping	0.000000
short	0.000000
show	0.000000
show-off	0.000000
site	29.000000
size	0.000000
small	0.000000
so	0.000000
so-and-so	0.000000
software	0.000000
special	0.000000
star	136000000.000000
start	0.000000
start-off	0.000000
state	0.000000
step	0.000000
store	0.000000
stuff	0.000000
support	10.000000
support	10.000000
system	0.000000
t	7.000000
take	0.000000
take-in	0.000000
take-up	0.000000
terms	0.000000
thanks	6.000000
then	0.000000
there	0.000000
time	0.000000
time-out	0.000000
timework	0.000000
title	0.000000
to	0.000000
to-do	0.000000
today	0.000000
top	0.000000
top-up	0.000000
travel	0.000000
two	6.000000
u	0.000000
under	0.000000
up	0.000000
up-to-dateness	0.000000
use	0.000000
using	0.000000
v	0.000000
version	0.000000
video	7.000000
view	0.000000
w	0.000000
want	0.000000
wanter	7.000000
way	36.000000
web	0.000000
website	7.000000
week	0.000000
welcome	0.000000
well	0.000000
white	14.000000
why	0.000000
will	0.000000
woman	1070000000.000000
woman	1100000000.000000
women	7.000000
work	13.000000
work-in	0.000000
world	6.000000
x	0.000000
y	0.000000
year	0.000000
years	0.000000
you	0.000000
young	0.000000
yr	0.000000
z	0.000000
