aa	125000000.000000
aalge	5570.000000
aalii	17700.000000
aardvark	3840000.000000
aardvark	3840000.000000
aardwolf	238000.000000
ab	374000000.000000
aba	12800000.000000
abaca	409000.000000
abacus	4370000.000000
abalone	2930000.000000
abamp	11100.000000
abampere	11600.000000
abandon	21900000.000000
abandonment	5620000.000000
abarticulation	971.000000
abasement	183000.000000
abashment	4580.000000
abasia	29800.000000
abatement	4670000.000000
abatis	115000.000000
abator	101000.000000
abattis	114000.000000
abattoir	602000.000000
abaya	190000.000000
abbacy	70200.000000
abbe	1810000.000000
abbess	76000.000000
abbey	25000000.000000
abbot	6940000.000000
abbreviation	7600000.000000
abbreviator	8190.000000
abcoulomb	1240.000000
abdication	956000.000000
abdicator	12100.000000
abdomen	11200000.000000
abdominal	20200000.000000
abdominis	161000.000000
abdominocentesis	9550.000000
abdominoplasty	730000.000000
abdominousness	274.000000
abducens	7970.000000
abducent	3080.000000
abduction	13100000.000000
abductor	2320000.000000
abecedarian	86400.000000
abecedarius	2310.000000
abele	435000.000000
abelia	249000.000000
abelmosk	3050.000000
aberrance	2880.000000
aberrancy	57800.000000
aberrant	1310000.000000
aberration	2040000.000000
abetalipoproteinemia	69500.000000
abetment	9890.000000
abettal	2300.000000
abetter	2060000.000000
abettor	126000.000000
abeyance	429000.000000
abfarad	1510.000000
abhenry	1370.000000
abhorrence	505000.000000
abhorrer	6650.000000
abidance	58000.000000
abience	10600000.000000
abies	1160000.000000
abietis	6900.000000
ability	254000000.000000
abiogenesis	160000.000000
abiogenist	2080.000000
abiotrophy	19000.000000
abjection	13300.000000
abjuration	285000.000000
abjurer	12300.000000
ablactation	3400.000000
ablation	1830000.000000
ablative	315000.000000
ablaut	44100.000000
able-bodiedism	270.000000
able-bodism	333.000000
ableism	30200.000000
ablepharia	898.000000
ablism	984.000000
ablution	437000.000000
abnegation	230000.000000
abnegator	1410.000000
abnormalcy	12800000.000000
abnormality	1840000.000000
abocclusion	366.000000
abode	6720000.000000
abohm	1770.000000
abolishment	475000.000000
abolition	4780000.000000
abolitionism	209000.000000
abolitionist	1020000.000000
abomasum	48700.000000
abomination	3570000.000000
abominator	59200.000000
aboriginal	9780000.000000
aborigine	867000.000000
abort	7030000.000000
aborticide	2520.000000
abortifacient	176000.000000
abortion	27200000.000000
abortionist	230000.000000
abortus	625000.000000
aboulia	2500.000000
about-face	558000000.000000
above	669000000.000000
abracadabra	1410000.000000
abrachia	1690.000000
abradant	3890.000000
abrader	4860.000000
abramsiana	645.000000
abrasion	5290000.000000
abrasive	5650000.000000
abrasiveness	10900.000000
abreaction	68100.000000
abridgement	63500.000000
abridger	2250.000000
abridgment	43700.000000
abroad	105000000.000000
abrocome	790.000000
abrogation	785000.000000
abrogator	2410.000000
abrotanum	6910.000000
abruption	109000.000000
abruptness	215000.000000
abscess	1780000.000000
abscissa	149000.000000
abscission	16700.000000
absconder	174000.000000
abscondment	2290.000000
abseil	258000.000000
abseiler	2580.000000
absence	54200000.000000
absentee	2390000.000000
absenteeism	1530000.000000
absentmindedness	158000.000000
absinth	1560000.000000
